Number,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,
749,-78.1487,4.48316,-31.0343,37.2845,-21.3111,-65.3188,44.0413,67.8091,14.2918,-35.9355,94.9644,-92.9136,47.8133,-63.2313,-9.13419,49.2599,-1.61443,-3.0549,-99.1089,88.4701,
750,-91.876,56.6698,-84.8079,24.0272,81.6828,69.8843,-21.4576,-69.2007,-92.0225,74.6086,-96.5758,-99.6277,-70.4093,-61.5772,82.4213,50.3342,-10.8921,28.9102,8.10267,-1.76092,
751,-55.6444,-38.9264,81.1213,64.7938,-2.19428,-83.7642,31.5714,-44.3159,-74.1691,29.6731,30.2469,-9.01822,-99.2859,98.6572,99.4018,17.9601,-5.28886,20.4443,-38.6944,-16.1229,
752,-48.8083,-40.6171,57.6952,21.4515,49.8093,90.7407,-33.9396,96.3988,26.2246,-51.1765,31.3272,-60.3259,-36.3567,-58.1591,-13.2969,9.4821,45.2803,-22.0069,65.392,64.0309,
753,-17.9418,46.5377,-59.6423,-31.2052,-34.3547,-81.7804,-7.65099,-42.6374,11.1362,5.0325,68.9383,36.259,68.9199,82.3603,-29.4839,30.8634,-10.6113,25.5898,-2.52998,66.5761,
754,41.5204,-11.2461,48.851,12.2227,83.7336,7.69372,-7.11386,37.5286,54.2955,-4.67849,-22.8126,5.92974,-97.9614,25.4616,0.582898,41.2641,75.7988,71.9413,-38.0963,-32.6518,
755,-11.4536,-98.6267,-27.018,-86.6207,-10.77,48.8266,-52.8977,-29.3496,62.6759,48.0392,58.2446,-43.5713,-37.6141,77.5262,-90.0937,99.2492,-58.1164,15.7994,5.61845,-72.3868,
756,-73.3879,-5.17288,-5.37431,-47.8011,23.8319,20.8899,-65.1967,62.096,-70.6534,18.2409,90.5148,-86.9991,-17.3925,51.323,51.1948,19.3762,23.075,84.6004,-93.6949,-4.33668,
757,8.8107,-26.8777,18.9673,-1.01627,-24.4118,45.9456,-32.9997,-19.541,37.7911,25.2297,-11.2217,-40.7941,-22.9469,-82.3908,-84.0632,-8.12098,75.0237,29.7342,80.1324,35.1176,
758,71.3553,-95.6298,-36.021,98.5168,-73.0155,-35.8684,-54.6251,-48.1429,-64.5924,43.5774,-55.4064,-47.5753,-48.3016,-77.2149,66.7287,-69.7073,-69.0603,81.8354,-83.1599,15.5431,
759,61.3269,85.9798,-82.7326,-8.51772,32.7921,78.2647,-97.1435,44.4258,28.6965,-5.6978,-82.2321,38.5052,83.8069,93.8719,46.7696,83.4895,-67.1133,-63.2862,74.6269,-10.8554,
760,-56.3463,-6.10065,64.9647,-95.7701,-4.56862,83.6116,-99.8596,87.7499,-74.5537,53.6119,-1.07731,99.4079,29.4107,-75.396,-93.0052,9.91546,-96.9848,17.3009,70.0735,-10.0253,
761,84.7652,75.4631,-18.4484,-7.90124,87.1883,62.92,-43.5957,70.7816,0.192261,54.8021,85.7906,-89.6603,-63.329,-10.9897,-67.4123,98.6755,-90.4782,-96.5697,-40.2936,-76.342,
762,-37.3272,24.0761,-94.1893,-53.0747,-86.578,-76.7571,-28.7027,54.442,96.4843,73.1803,-62.7491,-56.621,-26.8288,60.2039,-84.991,50.0778,-95.1781,-29.3496,-84.106,-89.1476,
763,-71.3553,70.513,-48.1429,36.8084,-91.3938,94.6715,91.522,-10.1535,99.469,-25.6569,37.5774,6.41193,-82.7754,-49.4491,56.0472,-22.483,77.9107,-35.6914,-87.0602,94.1832,
764,21.3721,-62.1326,-65.5385,-24.9489,66.1,-18.3264,-11.6062,-29.5145,-45.2803,35.4778,99.7009,-48.1002,39.1888,-23.7587,70.3238,46.2508,-28.544,-19.0832,2.2187,80.4926,
765,-97.9431,-34.6904,-7.3275,23.7098,-29.7586,41.3556,-31.5958,30.015,77.0623,-42.3017,-57.6525,-51.3169,-33.3415,83.4895,-91.3633,-1.13834,83.1782,87.8475,-38.5846,99.6948,
766,91.113,-54.0819,-4.80056,-73.4733,10.6906,26.6701,-13.3457,61.0401,-96.5819,-24.4118,72.5517,47.5143,-63.1214,85.2596,70.4703,28.5257,-21.3538,-51.7441,97.9858,46.6536,
767,7.44957,60.918,-29.4778,54.7777,82.5922,98.2482,46.4278,-2.78023,-28.9224,-36.137,-28.1777,16.5929,-29.8074,-19.9499,93.9757,85.1619,77.1966,-30.9366,60.1428,75.1884,
768,-22.6234,-91.3877,52.7879,-89.3979,31.608,-60.8264,55.4979,26.5969,47.3373,-13.596,-88.7082,13.3641,-67.2353,83.5078,-21.6041,-45.9029,96.0936,-36.3201,-85.0032,32.017,
769,-97.5219,-2.09662,10.4892,69.3472,-42.906,-65.1296,-32.6579,-52.3362,-77.4651,-82.8547,-39.7809,-91.0154,74.1997,45.1155,-85.4915,-96.3073,-12.534,-80.8405,55.6139,-17.8198,
770,-52.5864,-98.4741,-63.7135,-29.3924,-37.1197,35.9355,2.06,87.994,59.9231,-51.5,-26.1757,70.4459,12.3692,-61.9556,75.4082,66.7959,94.0428,3.40892,30.6314,-74.1264,
771,77.1416,-29.783,24.9794,-34.0983,-0.912505,37.2967,-75.0969,62.9566,34.1227,27.7078,64.6779,22.6173,60.7593,44.9873,-27.195,-1.61443,57.5121,92.6328,77.8191,43.7849,
772,18.4912,43.3332,72.2709,88.1466,28.8797,-87.5301,-37.9986,-69.3777,26.5664,38.1512,58.7634,11.8686,-23.9906,-90.1791,-23.0018,71.3309,-58.3422,-83.0683,31.1747,-51.5427,
773,-69.4815,32.8532,-44.5723,80.9564,-73.0827,-29.4168,73.9555,-91.1802,-18.2653,59.0075,-8.28577,-59.2944,1.60222,29.7708,65.3493,-41.7463,-6.8392,-85.4976,-48.5031,43.1013,
774,-96.6918,-1.48015,35.4717,72.2526,-37.3577,81.1518,47.9598,53.9781,-14.1942,-49.2538,1.80975,62.7186,52.8672,12.3936,27.1096,-46.4644,-56.09,-28.8369,-46.0799,81.5302,
775,7.04062,-83.7031,93.0174,-55.8275,89.6664,-12.7537,-42.4177,9.23185,63.6219,-19.9072,-19.1259,76.0674,88.6837,79.6136,-27.3598,-20.5481,24.6071,-29.4412,42.6618,54.1551,
776,83.343,-33.8054,68.6575,25.9987,34.843,-21.8848,-49.9008,-18.6132,-36.1003,-24.1066,6.94907,82.9829,-8.78018,5.23392,9.91546,26.4931,-62.4989,11.8381,29.6976,7.62048,
777,30.546,-35.8745,72.9972,82.5434,34.1838,-89.6603,59.4653,21.012,-49.5468,44.2854,-34.9895,66.155,17.2521,28.8553,77.5323,-69.1336,-27.5369,26.9387,-15.0853,28.0435,
778,-55.1073,-44.5296,37.9559,-77.5994,-9.17081,2.20039,17.4291,-75.6096,-37.083,49.7848,-96.2828,-29.5877,-52.5071,-90.4416,33.1584,-78.222,-69.1214,92.8587,42.0759,-60.1672,
779,-18.8879,41.9477,-6.19221,-72.2343,-20.9693,-48.0514,-54.9791,-24.1188,6.29597,-32.8227,-16.4098,-0.271612,3.92163,53.6546,-99.469,15.3233,12.9307,77.3797,-13.1443,-61.3147,
780,93.1638,53.2456,-79.9677,-23.423,-26.5114,53.9537,78.7591,-48.7655,-57.6708,15.5492,-48.0331,75.2617,-23.3436,39.9823,-33.3659,-99.414,-46.5987,-70.7999,49.7055,79.1925,
781,-80.5841,-49.5468,22.0069,16.2084,12.4546,-87.5851,65.0258,91.4792,-89.7641,-37.9681,34.8613,88.9828,81.9147,-6.54622,50.6638,-47.148,96.6246,0.820947,-68.4378,-72.7592,
782,-20.0842,-64.2506,-11.8809,96.8566,30.015,88.8424,32.7982,4.53811,54.9242,68.0166,86.0836,34.5927,47.2274,-9.1525,-9.45768,-45.4024,99.4995,74.9199,88.7692,32.1329,
783,1.22379,38.4197,31.8339,83.1843,69.5669,68.4866,-17.1728,-34.1288,46.2813,-46.8856,-59.1723,14.2613,-46.3668,-60.4175,-21.897,-74.3889,-86.1019,-24.8573,66.924,97.2045,
784,-32.9386,-13.3335,-99.7864,58.8183,87.3959,9.71404,-26.6335,-25.2358,-15.8422,70.6229,-72.9545,-4.81887,-9.43937,27.5918,-55.5284,28.2571,-60.1917,38.8287,-91.1618,82.2077,
785,-34.3181,-22.6417,-80.5963,-30.2286,84.8994,24.7597,-22.1717,-13.889,-29.8807,-46.1165,89.9533,84.3806,21.7383,-9.86664,-93.8414,-60.0513,-59.856,58.8916,-23.1422,-71.7704,
786,25.0832,-13.6021,19.9622,98.2238,58.0615,-74.1569,42.3627,-12.125,-92.9136,34.1655,17.7221,45.8235,-29.0078,35.2031,-5.12406,45.8968,-51.4023,-47.2335,-77.3614,61.919,
787,-49.8459,53.7584,50.4685,-95.7823,-14.4261,96.7345,96.5331,-74.5354,30.6619,-9.12198,-58.4765,-0.350964,88.934,-35.2886,38.9569,5.27054,63.9088,-53.2456,-57.6525,-79.1437,
788,-42.0087,-45.1277,42.8205,86.3155,-70.0858,-76.7327,46.0921,33.1767,99.3957,64.7084,79.1437,-52.1958,55.8824,93.646,-18.5766,-5.34379,88.8302,24.5277,92.4009,38.1817,
789,6.70491,82.0856,73.0399,-82.635,12.6438,41.1847,-4.90432,1.22989,-53.7767,-98.5351,-51.8845,2.10272,39.1034,-80.4193,13.7547,26.6152,22.9102,52.1592,-26.3527,81.4203,
790,79.7357,88.348,83.9167,59.3005,28.0496,-50.5722,53.3982,-34.373,32.4747,46.0189,-30.9671,60.0024,-1.90741,8.19422,-14.1026,22.4952,-70.0308,-33.9702,-40.9345,33.1889,
791,-4.38551,-32.8837,76.6716,-73.0461,58.562,-25.0404,-32.4869,-59.5264,35.9905,59.0991,-97.29,-27.3354,12.6621,-70.7144,17.0446,-16.6906,-26.6579,-4.68459,-54.7288,32.1573,
792,-34.3669,-45.5733,-67.6931,-52.5498,34.3669,-61.1255,43.144,90.6552,-88.7814,-54.0025,-27.5552,29.3741,-58.0981,46.5011,-84.0693,84.3318,-27.8787,11.0813,-30.6925,76.22,
793,34.9162,72.6737,33.4941,4.10475,-87.7499,-48.3139,7.181,79.5282,-89.4833,7.98669,70.7572,13.6814,-7.38243,29.4656,37.1014,44.4502,21.4393,-96.0021,19.1076,-90.2707,
794,-7.93176,-75.7866,-83.8313,13.9988,-59.27,21.3538,-92.2056,-96.0509,90.6552,50.7065,-6.15559,81.7804,-46.849,48.5885,-64.3727,33.8054,-60.4358,-48.6618,-5.50859,-53.6424,
795,16.5502,-89.581,37.8826,-58.0554,-65.215,-77.3003,31.1441,29.6915,-42.9243,-53.8316,48.9669,61.6321,-50.56,71.8314,7.37022,-21.2256,77.8924,90.7102,-77.636,22.1412,
796,-17.4474,-49.7421,78.2525,93.7071,16.3732,83.5932,75.28,38.9203,14.5909,-40.0677,75.1762,-71.8802,-20.8411,-93.762,-70.098,-61.7298,12.0335,-50.5356,-8.58486,-53.6851,
797,84.46,72.4052,96.3988,-93.8475,-26.3405,-81.8537,-68.865,1.4008,-60.0269,5.17288,-72.4418,-65.0136,-22.4586,-47.3922,-70.1895,-23.9418,-19.4922,79.6014,82.0307,93.7559,
798,-75.8049,-30.0394,56.8957,-57.9089,15.8788,26.7678,6.48519,-5.05692,-34.7209,-51.1826,-39.9152,-78.1732,-10.0192,78.6859,-14.7191,-84.6797,7.56553,58.9526,49.6445,68.0105,
799,32.9447,18.424,-67.5344,84.9971,86.3094,72.1122,-71.5079,-83.0622,99.3225,-37.1136,45.3047,-40.3912,19.2358,63.0116,80.1508,35.258,93.3348,44.7554,-69.6951,66.1611,
800,-70.2628,-49.7116,-71.0074,-7.63878,-34.2998,98.1689,-12.2532,-93.762,-75.7134,36.3506,85.7295,89.526,-36.2957,48.0392,31.138,75.4204,-57.8417,-83.5627,-67.8213,97.1252,
801,-50.5234,-79.0887,86.3338,97.5036,-90.3134,6.69881,25.84,-17.0629,97.3388,16.8859,42.9731,-44.5296,37.7972,-98.1323,-86.8831,15.5004,-43.5224,-87.9696,-88.3297,63.4022,
802,-77.6849,16.5502,23.4657,94.0245,68.6392,2.16987,88.9462,-12.2837,-53.2762,-71.3553,-64.4032,-65.8254,-19.5837,-55.2049,37.2723,-67.7663,93.5301,99.4629,-32.2123,80.7123,
803,-79.5953,88.641,-65.0746,87.6522,-93.1761,-90.8994,-7.21763,62.804,55.7421,-35.1848,64.8915,-62.5355,95.6786,9.3051,-70.2261,-84.8506,55.1439,96.0814,65.9536,99.3957,
804,37.9009,-49.2538,81.0846,-99.9756,83.7886,38.6395,25.9438,87.1395,-31.2662,47.3312,54.5885,2.26753,-92.8098,-83.7397,31.4737,34.8735,13.6143,84.9055,-78.9605,74.4133,
805,65.2882,-36.8267,-46.379,-45.4939,68.4744,7.92565,-79.9554,11.771,-25.2052,10.6052,55.4308,5.27666,-59.0991,-47.148,-33.5856,-33.3354,23.4291,-83.7031,-40.3607,27.5857,
806,-1.85247,-72.0084,45.1094,2.09662,97.2839,-0.308239,74.0593,-94.2015,26.0659,36.6802,-64.8122,39.8419,-85.4305,94.0367,8.59096,-90.7224,-7.11997,-73.162,-25.6752,-80.7855,
807,-9.25016,-67.7786,17.0934,68.7613,-26.4992,-94.5067,-48.1918,-62.5965,50.1266,65.7094,-27.2195,-2.12714,30.3873,47.6241,-60.2222,-65.0746,24.0516,-13.9866,12.5584,-66.6616,
808,30.6864,8.49941,-59.4043,13.0345,23.2154,-95.1476,53.0076,49.0524,-14.3162,-8.04773,-41.789,61.156,88.8058,-34.5073,76.9158,-4.94094,3.26242,21.189,-70.1895,96.466,
809,-16.2999,57.6098,15.2623,-70.2872,40.0311,-23.7098,-15.3966,-47.9232,31.8461,68.0593,20.8777,-8.52993,47.0443,45.8052,61.9678,10.7883,73.5099,-77.5933,-54.2222,72.9118,
810,27.9824,-58.0126,65.0258,84.1731,-11.5146,-6.04572,68.5415,57.1337,6.58895,90.7346,-64.684,-56.9445,18.6255,93.646,51.6892,53.2884,60.918,-35.9844,-96.0204,-0.863671,
811,-80.1569,97.1557,-33.3781,-51.7747,-43.9192,23.4596,-72.2648,15.4698,27.3354,-76.8548,-93.1272,51.616,-75.3899,12.2471,-54.9547,-77.3308,-61.0706,6.76595,-16.7333,-5.33769,
812,66.1183,-3.48827,-7.29087,-48.9669,85.3816,52.2263,75.6218,72.2037,-23.8258,64.3361,81.0419,-36.7595,-34.5439,-15.2135,85.9188,26.0964,-19.834,65.5446,67.2048,-37.2723,
813,-26.2734,-65.3554,-28.7027,-74.0287,88.226,19.8767,-19.9866,-50.0046,58.446,6.23493,91.5281,34.7331,3.53099,37.8765,74.9748,-25.6935,-57.3778,-41.0688,-0.497454,62.8773,
814,75.5913,-80.6879,16.422,46.2813,-53.5325,37.7728,-50.8286,-57.1398,39.2315,-58.1225,-37.4065,-53.6119,-3.5432,-0.784326,-50.737,74.4316,-39.2804,77.3614,-98.236,44.5723,
815,4.00708,-55.0951,-16.0192,64.3544,-45.4756,73.4123,-84.7041,74.8772,72.216,-22.2266,37.4187,97.3937,29.3313,-44.7432,72.6005,79.162,-1.85858,3.12815,43.1074,67.449,
816,92.4558,98.7976,-64.2933,30.0882,-67.3574,42.9243,-65.7155,78.9422,-27.0974,61.0462,62.035,93.3836,-3.56151,61.3636,-47.85,31.6263,86.4498,52.0859,-62.157,-48.1246,
817,-21.0608,-63.1458,-72.2526,-97.7905,39.3536,-28.2083,10.6723,-29.3619,-5.12406,-19.9438,1.3886,-62.4134,95.8922,37.0403,0.302136,-71.5445,92.7976,-81.8659,7.79748,-31.3761,
818,45.1399,48.3932,78.5943,-9.78728,-47.8134,-27.1096,25.1564,-28.7271,87.9818,-8.53603,-37.6263,70.8182,-98.6694,77.9412,-10.9165,-87.3226,-58.9038,-93.8536,-95.8983,20.6885,
819,26.1208,-38.084,-60.7715,75.8965,-53.6363,6.75985,19.834,79.9677,38.2,-72.808,-13.7242,86.3887,-44.8714,1.73039,-57.9272,23.6732,50.676,8.89005,90.7468,-79.6747,
820,-25.1747,1.08341,35.7036,81.4509,-28.8369,92.7732,-85.7356,-91.2717,79.3146,84.2586,-38.1329,55.5406,-61.272,-60.0024,67.9617,-63.6769,88.8668,-75.5547,22.0008,65.5446,
821,62.682,72.0023,-42.497,42.1491,-41.3495,74.5109,-83.0439,-1.96844,39.5062,-2.07221,89.6176,15.6468,-13.1321,-51.1032,7.10166,51.6343,-17.6061,-65.9413,-98.9319,-37.3699,
822,70.513,11.0874,-80.7062,32.5297,58.8733,-97.8942,-13.2603,-17.0446,-68.3401,-30.5399,53.6546,87.2494,43.968,93.2127,-74.8894,75.4875,50.853,53.4532,-93.8047,-22.2571,
823,-87.2127,87.0357,69.7928,-69.8416,-74.8711,-75.4143,36.2957,30.9122,-33.0058,15.9764,87.2005,52.8855,-26.8654,-79.0338,7.27257,5.83209,-21.6712,99.3286,81.2799,-0.466931,
824,48.7167,33.4025,-41.7341,72.2648,60.6738,-29.8929,-66.4907,95.1598,-64.3666,-3.12815,7.11997,5.96637,69.3106,34.3974,24.7902,-24.6132,-42.6008,-96.6124,-67.7725,74.1264,
825,-27.5246,10.239,30.314,-82.9341,45.9151,-91.7417,-63.4693,-70.8304,75.6462,-18.5827,92.9868,-77.1477,74.5476,67.6015,-37.4371,-13.9927,-44.4807,-95.3063,-91.8455,-93.4751,
826,-52.8794,-83.8435,29.783,-58.916,30.137,-71.0562,46.4766,93.6583,8.34681,80.3827,76.5374,-34.4646,43.083,56.798,-68.7185,93.0784,-4.32447,44.5296,-77.9534,-87.4203,
827,63.7928,-63.7501,0.473034,-21.6285,11.0202,83.636,50.5661,60.3015,-19.5288,22.8614,-31.6202,-7.91956,88.1588,94.9583,-80.0653,-35.2702,-49.9069,-59.0808,-28.7454,69.274,
828,56.7431,20.9021,33.3415,84.521,-92.523,-97.1679,63.7867,-98.9074,-31.8766,-14.2064,-32.3832,-55.327,90.6308,46.7269,46.7879,42.204,26.9509,-37.4126,-96.7589,-79.3695,
829,-45.2132,-43.2966,43.1806,-25.9316,81.5119,94.9095,-34.0739,93.5057,-51.1765,-99.6399,38.8409,2.25532,0.869775,42.204,-43.9497,19.4739,-18.2165,89.581,-88.2992,-35.7097,
830,12.6438,6.52181,-41.4411,-4.58693,-73.0888,-28.8797,79.284,60.8448,-91.5281,-76.9707,38.5784,-52.6231,24.9062,54.8387,-45.9639,97.5951,43.791,59.1113,43.2356,54.0696,
831,-65.0563,-94.0245,67.0644,19.5227,-84.93,80.8161,44.2488,-41.7402,26.133,-73.4794,38.4991,66.509,65.392,65.3737,97.0824,16.5258,-69.8904,19.6326,-32.7372,-19.4128,
832,-75.1518,99.0906,9.53093,-91.5647,-3.06711,-50.0656,41.2153,68.3584,77.7764,89.7214,23.2643,21.3111,-24.4179,51.6465,13.8768,-49.498,-1.44352,68.9077,-28.7393,-60.8631,
833,51.4206,30.7352,-17.5878,-19.1259,54.0513,8.40175,53.8865,28.9895,25.7118,14.5665,69.5853,-6.69271,-58.2019,49.6323,54.9059,-75.7866,77.7032,13.9866,-64.7694,-27.8909,
834,-17.2399,46.5316,-49.6689,-22.8248,-50.5173,-45.8358,67.5649,80.4865,23.1727,90.35,-33.8298,-50.7492,77.6605,53.9109,-30.015,32.3099,86.7672,-56.328,-97.1618,78.4906,
835,-44.1145,36.0149,24.6376,-45.97,38.1207,97.4609,-15.7384,7.37022,-42.7351,-68.9322,-42.4421,22.1351,91.8455,-59.6301,-26.9509,51.8479,-79.632,28.8736,-40.7575,50.0107,
836,-65.8071,49.8276,54.1429,6.55233,21.543,-6.32648,-77.4163,37.9986,-75.3044,47.5753,76.574,11.7222,-91.876,0.985754,30.5582,-32.8227,-63.7257,-56.6454,-1.01627,43.8276,
837,8.84122,82.9707,-51.4573,-41.3984,-99.06,23.13,57.4999,46.1348,-34.0922,-46.556,-69.866,27.1401,10.3794,-94.4517,23.0995,-16.7455,-59.0014,11.0874,93.0357,96.1241,
838,-51.7502,-4.32447,-3.80566,96.9543,-59.1968,-8.69473,57.7197,19.9988,-46.1776,55.5467,-32.7555,-98.3032,-32.6151,93.4812,-45.1399,97.1313,61.5711,-89.8312,-49.3637,61.3636,
839,-36.2774,13.6082,-78.1121,28.3792,-14.243,-15.3905,-21.5857,-91.4792,-70.7938,32.5968,73.7297,-4.46486,53.8316,42.3261,-82.3969,24.1737,-80.6024,-1.43742,-80.1874,29.2093,
840,-54.9852,14.1942,55.15,-95.2818,61.095,8.75576,-56.4501,97.6379,64.4948,-76.0613,-32.8715,21.5247,-24.076,-94.5433,-3.41502,72.0939,-83.9229,-0.997955,2.62154,-54.9608,
841,31.608,-18.3874,75.3899,33.6344,-6.92465,-68.5415,92.5413,11.0813,-62.1204,64.745,-50.5295,-59.0869,3.92163,-55.6566,34.0861,36.021,29.075,33.1767,34.257,9.29289,
842,39.6832,74.8222,1.41912,-36.4055,57.4389,55.9618,-65.8498,-6.05182,-10.77,50.853,11.594,-68.7918,21.4026,-29.1787,70.0797,-63.2801,40.2753,27.2012,45.9212,71.807,
843,34.0495,-0.271612,22.7638,-47.9598,-19.4189,70.5557,-21.7383,79.1437,-7.20542,7.93786,-92.5657,-6.69271,-88.3114,77.8863,-98.6877,10.5502,78.3013,46.4217,-49.0951,-53.1175,
844,28.666,-61.3269,-18.6071,-33.5734,70.9525,-35.2763,-64.9159,11.9358,92.7854,67.6809,-55.7176,-27.1767,-28.9041,49.4919,-64.0492,-98.9624,82.8608,12.1006,-62.9566,-51.4634,
845,-88.7936,99.1089,74.517,-60.1245,94.9156,61.6016,-90.8261,79.162,10.3244,-36.2957,47.618,42.6252,26.5725,-0.436413,-91.0398,74.4194,12.8086,63.3229,12.3753,-81.3349,
846,-34.0983,31.2357,77.1172,2.43232,14.304,-46.9588,17.1667,88.403,56.6576,-54.9303,34.9712,-9.12198,-14.4566,24.9001,73.0888,-22.5501,-6.46077,-89.8923,-25.895,15.6896,
847,90.4477,58.9038,-43.4492,67.925,-47.0687,71.8864,10.4831,-95.1842,66.3747,7.0101,64.0065,24.9977,-46.9649,11.5513,89.3735,25.7118,35.1787,-67.2353,-41.142,4.23902,
848,-35.8623,10.654,-42.8083,6.42414,-65.1662,17.7587,-45.6587,-7.43736,54.2344,59.9902,54.2955,-69.5669,-44.4624,95.5504,-59.7522,28.2388,-28.0496,-17.3559,-4.58693,-5.82598,
849,-38.4747,30.3629,36.3323,2.69479,31.2052,-72.8568,24.3141,10.0192,-49.913,-86.1385,-0.802636,-42.5275,18.5705,-84.0999,-88.6227,20.4443,37.0464,-41.3495,11.24,74.3217,
850,-67.4062,-91.2351,61.9007,28.4951,9.51262,95.3734,-9.07315,-59.5019,52.8672,26.2429,73.3085,46.1959,-38.5174,-74.7917,57.8722,19.4006,-65.8071,-83.8923,-6.55843,33.9457,
851,-26.2917,73.7663,-22.2022,57.5487,-8.61537,-10.6723,18.0334,25.7973,-32.4442,29.8929,56.0289,-29.191,5.74664,-76.0247,45.2864,71.099,-90.5393,-99.9084,39.3353,5.17288,
852,-44.7127,39.7565,7.69372,-99.8535,38.2488,-51.8113,86.2606,-36.1919,72.2831,8.18812,-1.88299,23.7526,-53.1663,34.1899,82.7326,-55.5712,51.3657,-59.3432,-20.4566,90.3073,
853,92.2239,73.9799,19.0954,-64.3239,-8.39564,-60.4785,-58.1713,-4.28785,-41.905,-29.3008,84.991,87.2005,-76.6717,-75.8415,30.2103,16.7882,-81.048,56.5416,59.1418,91.1191,
854,-52.7573,-70.7144,79.9493,-18.8452,-64.4826,91.3633,-32.2916,-20.7068,-38.4625,95.587,33.2621,22.1168,30.3934,72.0328,-68.3218,89.7092,47.148,50.7797,18.0517,62.1326,
855,-47.8378,-74.3522,-82.8181,-37.73,-65.6911,-30.4178,92.2666,39.4208,86.0164,69.8904,16.7821,-34.6782,-7.96228,36.3323,-74.4987,-0.253302,-62.8529,-21.3233,-46.8062,-97.5402,
856,24.9672,41.026,-68.8406,45.1033,18.9184,-99.9939,72.0939,-19.7851,55.7665,41.435,-83.7336,20.6275,-18.8025,36.0088,-40.611,-12.9673,-59.0686,-45.5733,-2.83517,0.143433,
857,51.207,-92.4436,57.0238,81.634,-95.5626,14.5238,91.9614,32.8532,-25.6874,-80.5231,-37.5164,-86.4925,-76.2871,-89.697,-18.5095,61.4917,-84.46,-25.0954,-38.1451,-85.3206,
858,16.5624,-8.24915,41.612,-73.7236,-17.1545,50.3586,-5.1973,34.1411,63.274,-20.9449,5.30107,17.7648,69.1702,-85.815,-65.569,63.4816,-88.1344,92.0774,-56.4745,57.622,
859,-45.7991,22.4708,-95.2818,1.79144,-16.3488,14.4261,-22.6356,99.8779,-21.5125,3.88501,-14.1026,-21.5308,-95.2818,-18.1249,-53.6668,78.6065,28.367,39.4086,-25.309,-58.7085,
860,42.4299,-23.6061,54.4603,30.3629,50.4196,-21.4759,-78.8385,-47.618,38.8226,-35.3191,56.7614,-90.5881,-90.4111,-38.1817,13.1993,-21.598,64.6901,96.8993,42.436,-63.7013,
861,-32.4198,-11.6123,-81.2006,28.8553,10.831,4.30006,21.0669,-29.7647,83.1538,-61.5711,86.9747,76.9158,78.6737,-90.0693,60.6494,-81.9758,-8.45668,-62.0533,-13.7547,-37.2845,
862,42.8266,-4.91043,92.8343,-67.7663,42.674,11.7222,10.1657,-83.0134,44.3831,62.7369,-74.3522,-5.08744,-34.4646,-9.28679,6.86362,58.5864,23.7037,-61.7725,-78.6187,-99.414,
863,-95.6847,-44.9263,46.4278,-28.8919,-77.7581,-81.6645,28.2998,-3.57982,67.3879,11.2705,-51.4695,-24.9672,-12.9795,-93.8719,-95.6175,29.2093,28.4097,-24.8146,93.1272,-18.7902,
864,40.1105,-89.4589,-71.9779,-29.3802,-84.7957,-37.4981,-37.9559,-62.7918,10.1962,-72.9728,-17.4413,-54.5274,-16.715,-12.6743,97.7721,28.6111,-7.3275,26.603,-84.1182,-80.1813,
865,26.1391,-89.1903,47.795,34.1594,70.5008,-14.0782,63.0543,63.0299,50.499,18.6438,-85.8638,62.1937,-8.48109,59.3554,76.4458,-67.9495,18.9612,58.4582,-74.6391,72.9972,
866,-74.7246,91.1252,-80.3278,-74.041,14.4566,4.07422,-46.794,84.6919,-89.2087,-41.728,93.3164,46.5682,-61.8763,2.5422,-86.1751,-89.5749,-79.7296,85.7112,88.5678,75.1091,
867,43.9741,-36.6314,-64.2506,97.3144,15.8666,-84.1121,-96.5026,-8.56655,-75.9087,2.49946,-90.6674,-66.1,-2.83517,76.7083,31.7728,28.2266,-36.4055,92.0347,49.3271,77.929,
868,-23.8197,-62.5233,-83.52,60.8875,23.4413,86.9991,89.4772,-51.1277,-11.7344,60.8203,74.7612,-81.6034,-14.8778,98.413,36.8023,58.916,28.4646,-60.7837,40.0494,-40.1227,
869,4.78835,51.4695,15.0487,-16.2816,-69.5669,-62.0838,23.6549,-35.0993,-76.3298,71.746,15.6774,21.7811,41.1359,-65.4103,97.7538,86.0042,39.4818,-91.9065,76.5252,-10.8005,
870,72.8263,73.8823,-85.8272,-64.6168,24.9001,-59.1968,36.8877,-12.3569,-86.7367,-95.3429,-51.5732,51.8723,-32.0048,-79.4733,-71.1356,-66.8569,-80.8283,43.4797,-41.7035,-63.4571,
871,18.3874,-6.49739,-18.9123,-62.6576,-18.6315,20.1514,-26.426,-0.595111,-81.7011,38.8165,-17.6061,-91.6379,-61.0523,-15.7323,-32.6823,48.9975,53.0869,91.2717,-11.8931,-93.9451,
872,-0.967437,-65.8864,-58.7268,8.14539,33.6772,-46.849,63.1886,-53.2762,-1.97455,-52.3057,-12.3447,96.1608,-37.2112,-86.5474,35.3862,-97.8393,98.6694,-53.8804,27.0852,-89.5749,
873,-93.8414,-66.3503,-83.5078,-76.9463,87.7072,35.8562,-91.1008,-10.715,-74.5598,-43.1623,-61.0584,-31.7545,7.26036,-90.5026,44.5112,-77.1661,21.0486,6.73543,-36.5093,15.9398,
